case_id,unit_particle_fraction,unit_stiffness_ratio,unit_matrix_poissons_ratio,unit_particle_poissons_ratio,particle_fraction,stiffness_ratio,matrix_poissons_ratio,particle_poissons_ratio,particle_radius,matrix_youngs_modulus,particle_youngs_modulus,center_x,center_y,prescribed_x_displacement,mesh_size
M4PB_020,0.8436377475432658,0.2110237102569519,0.4707888348818211,0.5296378731903506,0.2609094368858165,5.798426784625134,0.2941577669763643,0.2559275746380701,0.2881840612514876,1000,5798.426784625134,0.5,0.5,0.01,0.02048
M4PB_021,0.2785570376429022,0.8238854266919505,0.7289457635831157,0.04991767284661135,0.1196392594107256,16.82993768045511,0.3457891527166231,0.1599835345693223,0.1951470190552268,1000,16829.93768045511,0.5,0.5,0.01,0.02048
M4PB_022,0.1985731278886091,0.2346575424393577,0.5880924628236088,0.4084823808815857,0.09964328197215228,6.223835763908439,0.3176184925647218,0.2316964761763171,0.1780939127076924,1000,6223.835763908439,0.5,0.5,0.01,0.02048
M4PB_023,0.933962715422455,0.01253697862928181,0.1452952294303639,0.2779745535310287,0.2834906788556137,2.225665615327073,0.2290590458860728,0.2055949107062057,0.3003962145578669,1000,2225.665615327073,0.5,0.5,0.01,0.02048
M4PB_024,0.6153643270751755,0.513839254838535,0.3420222139197778,0.9271562392930879,0.2038410817687939,11.24910658709363,0.2684044427839556,0.3354312478586176,0.2547246190249493,1000,11249.10658709363,0.5,0.5,0.01,0.02048
M4PB_025,0.4933209383883896,0.9427206351578554,0.1005469517415829,0.2884357095203964,0.1733302345970974,18.9689714328414,0.2201093903483166,0.2076871419040793,0.2348887550454721,1000,18968.9714328414,0.5,0.5,0.01,0.02048
M4PB_026,0.4658617716155083,0.6257839084072057,0.9071233852358886,0.8205127718851365,0.1664654429038771,13.2641103513297,0.3814246770471778,0.3141025543770273,0.2301903477217657,1000,13264.1103513297,0.5,0.5,0.01,0.02048
M4PB_027,0.1292255464639373,0.4495633246170788,0.9577273011438557,0.2306750757286253,0.08230638661598433,10.09213984310742,0.3915454602287712,0.196135015145725,0.1618608555393584,1000,10092.13984310742,0.5,0.5,0.01,0.02048
M4PB_028,0.2595318773689153,0.6079267577157269,0.7797884713093134,0.6922580836250957,0.1148829693422288,12.94268163888308,0.3559576942618627,0.2884516167250191,0.1912286194474581,1000,12942.68163888308,0.5,0.5,0.01,0.02048
M4PB_029,0.2435416948161793,0.8389752963085847,0.4218801222121176,0.4911565668265391,0.1108854237040448,17.10155533355452,0.2843760244424235,0.2482313133653078,0.1878721017039942,1000,17101.55533355452,0.5,0.5,0.01,0.02048
M4PB_030,0.4695250034160516,0.3135835983687568,0.8440375990327413,0.0705120329188844,0.1673812508540129,7.644504770637623,0.3688075198065483,0.1641024065837769,0.2308226741649125,1000,7644.504770637623,0.5,0.5,0.01,0.02048
M4PB_031,0.8330579799598202,0.4053827994705556,0.7528675237120982,0.6806041736363941,0.2582644949899551,9.296890390470001,0.3505735047424197,0.2861208347272788,0.2867196226378076,1000,9296.89039047,0.5,0.5,0.01,0.02048
M4PB_032,0.7575501295497936,0.6970513626736615,0.2353316234900644,0.6637674004910765,0.2393875323874484,14.54692452812591,0.2470663246980129,0.2827534800982153,0.2760424209937075,1000,14546.92452812591,0.5,0.5,0.01,0.02048
M4PB_033,0.7175260277993066,0.6620099969813583,0.5752385405261652,0.4756804448969791,0.2293815069498267,13.91617994566445,0.3150477081052331,0.2451360889793958,0.2702117713384554,1000,13916.17994566445,0.5,0.5,0.01,0.02048
M4PB_034,0.5435620306240222,0.3397199244190759,0.5527599819457485,0.7370277636533317,0.1858905076560056,8.114958639543367,0.3105519963891497,0.2974055527306663,0.2432504600913022,1000,8114.958639543367,0.5,0.5,0.01,0.02048
M4PB_035,0.01897207236128586,0.07360665112037949,0.7109835752214978,0.1623460961575139,0.05474301809032147,3.324919720166831,0.3421967150442996,0.1824692192315028,0.1320047114980652,1000,3324.919720166831,0.5,0.5,0.01,0.02048
M4PB_036,0.3882151460829126,0.9271423459893585,0.939489117276752,0.6176698703198683,0.1470537865207281,18.68856222780845,0.3878978234553504,0.2735339740639736,0.2163531235048582,1000,18688.56222780846,0.5,0.5,0.01,0.02048
M4PB_037,0.6351518337049078,0.973593595890625,0.8622568878216791,0.9351668558672991,0.2087879584262269,19.52468472603125,0.3724513775643358,0.3370333711734598,0.2577969574746729,1000,19524.68472603125,0.5,0.5,0.01,0.02048
M4PB_038,0.5541018685573206,0.06335804022520011,0.3067543296848271,0.7524680978802183,0.1885254671393302,3.140444724053602,0.2613508659369654,0.3004936195760436,0.2449684061014117,1000,3140.444724053602,0.5,0.5,0.01,0.02048
M4PB_039,0.3750028546582885,0.09157522623529048,0.09204862145517025,0.01770560794548741,0.1437507136645721,3.648354072235229,0.2184097242910341,0.1535411215890975,0.213909497931739,1000,3648.354072235229,0.5,0.5,0.01,0.02048
M4PB_040,0.2240733892934439,0.5589145768648617,0.07104334284648171,0.8640615656407246,0.106018347323361,12.06046238356751,0.2142086685692964,0.3228123131281449,0.1837027165555606,1000,12060.46238356751,0.5,0.5,0.01,0.02048
M4PB_041,0.4033763522915264,0.2604923427609764,0.6391659803810019,0.8375619524104955,0.1508440880728816,6.688862169697575,0.3278331960762004,0.3175123904820991,0.2191236283607421,1000,6688.862169697574,0.5,0.5,0.01,0.02048
M4PB_042,0.3089665187610616,0.0428156247367335,0.5254338003806248,0.5679412320989484,0.1272416296902654,2.770681245261203,0.305086760076125,0.2635882464197897,0.2012517544384357,1000,2770.681245261203,0.5,0.5,0.01,0.02048
M4PB_043,0.4242821216692387,0.8015107359430782,0.03330975570579089,0.5890165313444878,0.1560705304173097,16.42719324697541,0.2066619511411582,0.2678033062688975,0.2228873993158377,1000,16427.19324697541,0.5,0.5,0.01,0.02048
M4PB_044,0.342384733631191,0.5281373585201387,0.6222968903907184,0.2593112973173234,0.1355961834077978,11.5064724533625,0.3244593780781437,0.2018622594634647,0.2077537140642557,1000,11506.4724533625,0.5,0.5,0.01,0.02048
M4PB_045,0.04837995412211044,0.3605275339151842,0.1799919915902515,0.7998298251486099,0.06209498853052761,8.489495610473316,0.2359983983180503,0.309965965029722,0.1405896466022162,1000,8489.495610473316,0.5,0.5,0.01,0.02048
M4PB_046,0.6708691167368348,0.2741160055439283,0.2011197444803143,0.5615888151993406,0.2177172791842087,6.93408809979071,0.2402239488960629,0.2623177630398681,0.2632518990574808,1000,6934.08809979071,0.5,0.5,0.01,0.02048
M4PB_047,0.9138853898003088,0.859604781404227,0.5110739384464584,0.01353024016450612,0.2784713474500772,17.47288606527609,0.3022147876892917,0.1527060480329012,0.2977250122382749,1000,17472.88606527608,0.5,0.5,0.01,0.02048
M4PB_048,0.5069787156312345,0.1696153936562984,0.1912807790938453,0.7216995462479684,0.1767446789078086,5.053077085813371,0.2382561558187691,0.2943399092495936,0.2371910171712563,1000,5053.077085813371,0.5,0.5,0.01,0.02048
M4PB_049,0.568280197231098,0.713883528828131,0.651542245250932,0.2141482701642745,0.1920700493077745,14.84990351890636,0.3303084490501864,0.1928296540328549,0.2472605822497245,1000,14849.90351890636,0.5,0.5,0.01,0.02048
M4PB_050,0.06528548176286877,0.6831838003892622,0.3772159512745137,0.7071584095816311,0.0663213704407172,14.29730840700672,0.2754431902549028,0.2914316819163262,0.1452953814700857,1000,14297.30840700672,0.5,0.5,0.01,0.02048
M4PB_051,0.8931466164003473,0.771908092218666,0.1189331333178914,0.9065273456381368,0.2732866541000868,15.89434565993599,0.2237866266635783,0.3313054691276273,0.2949404071370141,1000,15894.34565993599,0.5,0.5,0.01,0.02048
M4PB_052,0.07965431647413207,0.4977743534722319,0.4627547967597922,0.6085434058039377,0.06991357911853302,10.95993836250017,0.2925509593519585,0.2717086811607875,0.1491783610713085,1000,10959.93836250018,0.5,0.5,0.01,0.02048
M4PB_053,0.7927727016870548,0.6461022529663999,0.05204462739234068,0.4310646552952893,0.2481931754217637,13.6298405533952,0.2104089254784682,0.2362129310590578,0.2810735516196698,1000,13629.8405533952,0.5,0.5,0.01,0.02048
M4PB_054,0.6982758336198298,0.4191895774233821,0.01415676050101787,0.1191226228805859,0.2245689584049574,9.545412393620879,0.2028313521002036,0.1738245245761172,0.2673621506314879,1000,9545.412393620878,0.5,0.5,0.01,0.02048
M4PB_055,0.5874976249120148,0.9023949574636762,0.6868348357009938,0.3677780663298365,0.1968744062280037,18.24310923434617,0.3373669671401988,0.2235556132659673,0.2503339166771799,1000,18243.10923434617,0.5,0.5,0.01,0.02048
M4PB_056,0.4344251756976319,0.2185879725588435,0.3887847492692362,0.3349074285472235,0.158606293924408,5.934583506059182,0.2777569498538472,0.2169814857094447,0.2246907905703106,1000,5934.583506059182,0.5,0.5,0.01,0.02048
M4PB_057,0.866480243860726,0.5344442910977356,0.4918117958004606,0.332027341852125,0.2666200609651815,11.61999723975924,0.2983623591600921,0.216405468370425,0.2913207875523857,1000,11619.99723975924,0.5,0.5,0.01,0.02048
M4PB_058,0.7670286626200543,0.8687786395994539,0.5353438625165086,0.8024032568840538,0.2417571656550136,17.63801551279017,0.3070687725033017,0.3104806513768107,0.2774052917371318,1000,17638.01551279017,0.5,0.5,0.01,0.02048
M4PB_059,0.1420566424903351,0.1236301149551338,0.826142480153414,0.8906877665297279,0.08551416062258377,4.225342069192409,0.3652284960306828,0.3281375533059456,0.1649848560773898,1000,4225.342069192408,0.5,0.5,0.01,0.02048
M4PB_060,0.9722182594387518,0.5678794899106318,0.9807886647072553,0.3095153989711959,0.2930545648596879,12.22183081839137,0.3961577329414511,0.2119030797942392,0.30542129131108,1000,12221.83081839137,0.5,0.5,0.01,0.02048
